classification,parish,lat,lon,area_m2,HDD,CDD,E_Heating,E_Cooling
New building,Lordelo do Ouro e Massarelos,41.152527434810736,-8.65466955863379,1001.57,969.45,221.98,3943647.2,733685.37
New building,Lordelo do Ouro e Massarelos,41.15285856531009,-8.654470953642651,316.29,969.45,221.98,1245360.88,231689.86
New building,Lordelo do Ouro e Massarelos,41.15323177938295,-8.654644735708516,64.85,969.45,221.98,255349.61,47505.84
New building,Lordelo do Ouro e Massarelos,41.15312298461179,-8.652953839092369,66.32,969.45,221.98,261122.75,48579.89
New building,Lordelo do Ouro e Massarelos,41.153122579407686,-8.652761359730048,82.85,969.45,221.98,326214.57,60689.72
New building,Lordelo do Ouro e Massarelos,41.152935957069175,-8.652576487700085,1143.92,969.45,221.98,4504121.01,837957.23
Commercial building,Lordelo do Ouro e Massarelos,41.152783242256646,-8.654656310219835,3266.3,969.45,221.98,46767018.49,8700645.72
New building,Lordelo do Ouro e Massarelos,41.153071330597825,-8.651979630754346,82.45,969.45,221.98,324634.71,60395.8
New building,Lordelo do Ouro e Massarelos,41.152659291062115,-8.65898432017286,194.41,969.45,221.98,765493.67,142414.24
New building,Lordelo do Ouro e Massarelos,41.15279000002974,-8.65870580004107,161.37,969.45,221.98,635378.08,118207.23
New building,Lordelo do Ouro e Massarelos,41.15115732077337,-8.654553621315701,277.72,969.45,221.98,1093511.86,203439.51
Old building,Lordelo do Ouro e Massarelos,41.15043285811637,-8.653959413229813,52.05,969.45,221.98,2767944.03,554566.7
Old building,Lordelo do Ouro e Massarelos,41.15040652733065,-8.65391730726351,52.06,969.45,221.98,2768671.46,554712.44
Old building,Lordelo do Ouro e Massarelos,41.15038031932129,-8.653875335068477,51.39,969.45,221.98,2733207.55,547607.13
Old building,Lordelo do Ouro e Massarelos,41.15035195816283,-8.653837271766738,44.85,969.45,221.98,2385172.17,477877.1
Old building,Lordelo do Ouro e Massarelos,41.15032624288124,-8.653795885988618,48.55,969.45,221.98,2581911.74,517294.52
Old building,Lordelo do Ouro e Massarelos,41.15029986664988,-8.653753511481396,47.24,969.45,221.98,2512313.83,503350.35
Old building,Lordelo do Ouro e Massarelos,41.15027261037364,-8.653710123081193,51.11,969.45,221.98,2718094.67,544579.22
Old building,Lordelo do Ouro e Massarelos,41.15024442513989,-8.653666242218714,49.13,969.45,221.98,2612746.66,523472.4
Old building,Lordelo do Ouro e Massarelos,41.150215985631235,-8.653622843141195,49.96,969.45,221.98,2656872.14,532313.08
Old building,Lordelo do Ouro e Massarelos,41.15018827000282,-8.65358009933552,46.74,969.45,221.98,2485618.73,498001.9
Old building,Lordelo do Ouro e Massarelos,41.15016172881718,-8.653538597674508,45.35,969.45,221.98,2411580.72,483168.14
Old building,Lordelo do Ouro e Massarelos,41.15013574519322,-8.653495446981854,45.45,969.45,221.98,2416884.29,484230.73
Old building,Lordelo do Ouro e Massarelos,41.150108538100326,-8.653454035985716,43.42,969.45,221.98,2309185.65,462652.95
Old building,Lordelo do Ouro e Massarelos,41.150082593109545,-8.653414206252405,43.21,969.45,221.98,2297792.91,460370.38
Old building,Lordelo do Ouro e Massarelos,41.15005535323711,-8.653371904320775,48.93,969.45,221.98,2602173.34,521354.0
Old building,Lordelo do Ouro e Massarelos,41.15002773115318,-8.653328281751115,45.56,969.45,221.98,2422842.8,485424.53
Old building,Lordelo do Ouro e Massarelos,41.1500001672069,-8.653284440402919,47.83,969.45,221.98,2543503.91,509599.38
Old building,Lordelo do Ouro e Massarelos,41.14997251025337,-8.65324100154331,44.01,969.45,221.98,2340617.23,468950.37
Old building,Lordelo do Ouro e Massarelos,41.14994635474493,-8.653198904805045,43.62,969.45,221.98,2319883.35,464796.27
Old building,Lordelo do Ouro e Massarelos,41.149894027172934,-8.653114851684338,45.85,969.45,221.98,2438237.48,488508.91
Old building,Lordelo do Ouro e Massarelos,41.14986644974606,-8.653071800793645,46.32,969.45,221.98,2463133.09,493496.83
Old building,Lordelo do Ouro e Massarelos,41.14983910815253,-8.653028491879244,46.41,969.45,221.98,2468161.61,494504.31
Old building,Lordelo do Ouro e Massarelos,41.14981249304342,-8.652986492432564,43.77,969.45,221.98,2327592.84,466340.89
Old building,Lordelo do Ouro e Massarelos,41.149786212269724,-8.652945599841757,44.38,969.45,221.98,2360359.39,472905.78
Old building,Lordelo do Ouro e Massarelos,41.14975995000439,-8.652904850018482,43.6,969.45,221.98,2318491.55,464517.42
Old building,Lordelo do Ouro e Massarelos,41.149733197562796,-8.652862856267893,46.61,969.45,221.98,2478961.76,496668.15
Old building,Lordelo do Ouro e Massarelos,41.14970694425374,-8.652820490544492,43.23,969.45,221.98,2298921.64,460596.52
Old building,Lordelo do Ouro e Massarelos,41.14977326765924,-8.652747937759889,40.75,969.45,221.98,2167380.27,434241.77
Old building,Lordelo do Ouro e Massarelos,41.149920638968055,-8.653157005263408,43.63,969.45,221.98,2320528.78,464925.58
Old building,Lordelo do Ouro e Massarelos,41.15024080293905,-8.654541049689511,1214.79,969.45,221.98,64603904.91,12943605.1
Old building,Lordelo do Ouro e Massarelos,41.14994929486263,-8.654136163661363,996.72,969.45,221.98,53007087.01,10620144.44
Old building,Lordelo do Ouro e Massarelos,41.14961683273421,-8.653770709955838,1079.86,969.45,221.98,57428363.69,11505961.78
Old building,Lordelo do Ouro e Massarelos,41.14950508180928,-8.652941671003061,313.62,969.45,221.98,16678456.56,3341583.7
New building,Lordelo do Ouro e Massarelos,41.14969722170712,-8.652721461109994,12.99,969.45,221.98,51150.85,9516.22
New building,Lordelo do Ouro e Massarelos,41.149733787928525,-8.652704906509403,35.62,969.45,221.98,140256.65,26093.68
New building,Lordelo do Ouro e Massarelos,41.14976501785166,-8.652669201752019,16.13,969.45,221.98,63512.03,11815.93
Old building,Lordelo do Ouro e Massarelos,41.14984704814013,-8.652807445120853,27.82,969.45,221.98,1479495.66,296421.83
Old building,Lordelo do Ouro e Massarelos,41.14981565340932,-8.652771493241826,22.1,969.45,221.98,1175053.7,235425.88
New building,Lordelo do Ouro e Massarelos,41.14966877827394,-8.652804819757183,15.11,969.45,221.98,59509.73,11071.33
Old building,Lordelo do Ouro e Massarelos,41.14987273768096,-8.652848194829255,28.39,969.45,221.98,1510024.52,302538.39
Old building,Lordelo do Ouro e Massarelos,41.14992168924619,-8.65293640854594,34.85,969.45,221.98,1853307.25,371316.21
Old building,Lordelo do Ouro e Massarelos,41.15000367921623,-8.653063807507426,31.95,969.45,221.98,1699162.9,340432.88
Old building,Lordelo do Ouro e Massarelos,41.14997742394637,-8.653020882292287,32.73,969.45,221.98,1740804.11,348775.84
Old building,Lordelo do Ouro e Massarelos,41.149948956993136,-8.652979574113154,35.12,969.45,221.98,1867496.61,374159.09
Old building,Lordelo do Ouro e Massarelos,41.15005836128446,-8.653143487989261,29.11,969.45,221.98,1548177.84,310182.53
Old building,Lordelo do Ouro e Massarelos,41.1500859621306,-8.6531877668336,31.48,969.45,221.98,1673944.02,335380.2
Old building,Lordelo do Ouro e Massarelos,41.15011338927628,-8.653230936325238,28.43,969.45,221.98,1511764.41,302886.98
Old building,Lordelo do Ouro e Massarelos,41.15014099503488,-8.65327448796998,32.3,969.45,221.98,1717898.55,344186.63
Old building,Lordelo do Ouro e Massarelos,41.150168364410874,-8.653317674001878,29.52,969.45,221.98,1569963.61,314547.38
Old building,Lordelo do Ouro e Massarelos,41.15029768817611,-8.653530380885211,39.33,969.45,221.98,2091596.96,419058.34
Old building,Lordelo do Ouro e Massarelos,41.15049181869892,-8.653178236429277,58.62,969.45,221.98,3117684.92,624638.44
Old building,Lordelo do Ouro e Massarelos,41.15046946729972,-8.653070615660452,76.18,969.45,221.98,4051213.27,811673.92
New building,Lordelo do Ouro e Massarelos,41.150286101861376,-8.653469469431041,13.16,969.45,221.98,51816.12,9639.99
New building,Lordelo do Ouro e Massarelos,41.15025295798318,-8.653436321528002,22.26,969.45,221.98,87633.12,16303.47
New building,Lordelo do Ouro e Massarelos,41.150220930233175,-8.653399727261608,30.26,969.45,221.98,119154.85,22167.85
New building,Lordelo do Ouro e Massarelos,41.15018932063272,-8.653363560374647,34.92,969.45,221.98,137511.36,25582.94
Old building,Lordelo do Ouro e Massarelos,41.15148440146513,-8.653528002170953,59.25,969.45,221.98,3150913.82,631295.96
Old building,Lordelo do Ouro e Massarelos,41.15153649831121,-8.65345450025151,55.33,969.45,221.98,2942421.19,589523.78
Old building,Lordelo do Ouro e Massarelos,41.15167288360399,-8.653234650182421,47.37,969.45,221.98,2519334.34,504756.93
Old building,Lordelo do Ouro e Massarelos,41.151732373470026,-8.653302596063082,63.5,969.45,221.98,3377106.45,676614.4
Old building,Lordelo do Ouro e Massarelos,41.151416078356654,-8.653311111747197,87.4,969.45,221.98,4647989.18,931239.94
Old building,Lordelo do Ouro e Massarelos,41.15135966028974,-8.653417938860018,91.76,969.45,221.98,4880011.96,977726.47
Old building,Lordelo do Ouro e Massarelos,41.15111505097631,-8.653710215885498,63.39,969.45,221.98,3370896.23,675370.16
Old building,Lordelo do Ouro e Massarelos,41.15094271604098,-8.653980746414225,59.1,969.45,221.98,3143049.59,629720.34
Old building,Lordelo do Ouro e Massarelos,41.15098679529236,-8.653900189658115,64.09,969.45,221.98,3408395.43,682883.25
Old building,Lordelo do Ouro e Massarelos,41.15091261812829,-8.653281045185707,81.62,969.45,221.98,4340403.32,869614.1
Old building,Lordelo do Ouro e Massarelos,41.15089169070218,-8.653187533542429,84.9,969.45,221.98,4514937.05,904582.51
Old building,Lordelo do Ouro e Massarelos,41.15053745061463,-8.652740821636213,53.61,969.45,221.98,2851179.66,571243.23
Old building,Lordelo do Ouro e Massarelos,41.150620245871536,-8.652669317211625,84.85,969.45,221.98,4512386.73,904071.54
Old building,Lordelo do Ouro e Massarelos,41.15073512456916,-8.653387720667798,62.32,969.45,221.98,3314210.23,664012.93
Old building,Lordelo do Ouro e Massarelos,41.15076995485267,-8.653485878060772,84.9,969.45,221.98,4515255.45,904646.3
Old building,Lordelo do Ouro e Massarelos,41.150563804206584,-8.65342621961368,47.88,969.45,221.98,2546266.36,510152.85
Old building,Lordelo do Ouro e Massarelos,41.15074579791311,-8.6539052198324,54.12,969.45,221.98,2877927.69,576602.29
Old building,Lordelo do Ouro e Massarelos,41.150699817567286,-8.653832821271042,48.22,969.45,221.98,2564254.12,513756.76
Old building,Lordelo do Ouro e Massarelos,41.15073250287456,-8.65176524998629,64.54,969.45,221.98,3432076.82,687627.89
Old building,Lordelo do Ouro e Massarelos,41.150678076965114,-8.651693909007363,74.08,969.45,221.98,3939579.31,789307.69
Old building,Lordelo do Ouro e Massarelos,41.15080156023719,-8.651868049185977,62.18,969.45,221.98,3306622.74,662492.76
Old building,Lordelo do Ouro e Massarelos,41.150591882869115,-8.651610327755954,75.48,969.45,221.98,4014185.95,804255.38
Old building,Lordelo do Ouro e Massarelos,41.15052051711217,-8.651565161293547,75.66,969.45,221.98,4023479.11,806117.29
Old building,Lordelo do Ouro e Massarelos,41.15071414768784,-8.652079153643648,42.94,969.45,221.98,2283444.42,457495.61
Old building,Lordelo do Ouro e Massarelos,41.15066439407681,-8.652013084942597,63.13,969.45,221.98,3357107.09,672607.46
Old building,Lordelo do Ouro e Massarelos,41.1505883070397,-8.651898323176598,92.4,969.45,221.98,4914133.45,984562.82
Old building,Lordelo do Ouro e Massarelos,41.15052590000754,-8.651833200004933,65.02,969.45,221.98,3457854.51,692792.54
Old building,Lordelo do Ouro e Massarelos,41.15060884534564,-8.652239143833146,88.45,969.45,221.98,4704067.62,942475.44
Old building,Lordelo do Ouro e Massarelos,41.15053354596258,-8.652169399661668,72.29,969.45,221.98,3844641.38,770286.56
Old building,Lordelo do Ouro e Massarelos,41.15044866226189,-8.652062285506291,46.18,969.45,221.98,2455924.34,492052.53
New building,Lordelo do Ouro e Massarelos,41.150269199682405,-8.65203472078436,118.91,969.45,221.98,468201.74,87105.35
Old building,Lordelo do Ouro e Massarelos,41.15033717996927,-8.65216400780142,50.73,969.45,221.98,2698038.62,540560.92
Old building,Lordelo do Ouro e Massarelos,41.15021952561926,-8.652132059901238,102.29,969.45,221.98,5440054.36,1089932.8
Old building,Lordelo do Ouro e Massarelos,41.150154305914135,-8.652241454991637,82.04,969.45,221.98,4362970.19,874135.44
Old building,Lordelo do Ouro e Massarelos,41.150115925230715,-8.652281298382734,60.05,969.45,221.98,3193789.66,639886.28
Old building,Lordelo do Ouro e Massarelos,41.15007576873144,-8.65232695708585,66.04,969.45,221.98,3512206.45,703682.13
Old building,Lordelo do Ouro e Massarelos,41.150037252979054,-8.652381064692127,65.41,969.45,221.98,3478382.02,696905.29
Old building,Lordelo do Ouro e Massarelos,41.15012738545454,-8.65239369407913,32.77,969.45,221.98,1742567.47,349129.13
Old building,Lordelo do Ouro e Massarelos,41.15008989886719,-8.652448890108698,34.87,969.45,221.98,1854638.41,371582.91
Old building,Lordelo do Ouro e Massarelos,41.14991581083791,-8.652573955719387,74.8,969.45,221.98,3977909.52,796987.27
Old building,Lordelo do Ouro e Massarelos,41.15039508804746,-8.652470005522964,91.18,969.45,221.98,4849000.29,971513.18
Old building,Lordelo do Ouro e Massarelos,41.150308989462246,-8.652594051940355,121.59,969.45,221.98,6466225.81,1295529.63
Old building,Lordelo do Ouro e Massarelos,41.150170308762966,-8.652794812580181,95.76,969.45,221.98,5092873.1,1020373.9
Old building,Lordelo do Ouro e Massarelos,41.15004303895387,-8.652752244403008,103.27,969.45,221.98,5492211.58,1100382.68
Old building,Lordelo do Ouro e Massarelos,41.14997690724571,-8.652657980192512,36.8,969.45,221.98,1956905.01,392072.36
Old building,Lordelo do Ouro e Massarelos,41.15014359398839,-8.652934515247457,67.25,969.45,221.98,3576405.89,716544.7
New building,Lordelo do Ouro e Massarelos,41.1501111041821,-8.652829097289693,18.57,969.45,221.98,73104.46,13600.53
New building,Lordelo do Ouro e Massarelos,41.15070289287328,-8.651597233860528,40.97,969.45,221.98,161310.25,30010.54
New building,Lordelo do Ouro e Massarelos,41.15067027032408,-8.65156056930866,24.21,969.45,221.98,95340.06,17737.29
Old building,Lordelo do Ouro e Massarelos,41.15176931663912,-8.652395700383417,16.87,969.45,221.98,897321.32,179781.28
New building,Lordelo do Ouro e Massarelos,41.1517602000016,-8.653357600004362,11.31,969.45,221.98,44551.75,8288.51
New building,Lordelo do Ouro e Massarelos,41.15179228212891,-8.653210370723581,30.95,969.45,221.98,121875.27,22673.96
New building,Lordelo do Ouro e Massarelos,41.15165486386897,-8.652916540063627,78.56,969.45,221.98,309320.3,57546.67
New building,Lordelo do Ouro e Massarelos,41.1516409562347,-8.652828614446285,29.67,969.45,221.98,116840.6,21737.3
New building,Lordelo do Ouro e Massarelos,41.151760128578545,-8.65308575578039,43.17,969.45,221.98,169962.54,31620.23
New building,Lordelo do Ouro e Massarelos,41.15172639287416,-8.653027726929302,23.51,969.45,221.98,92584.54,17224.65
New building,Lordelo do Ouro e Massarelos,41.151590857930415,-8.652736250813899,35.28,969.45,221.98,138920.97,25845.18
New building,Lordelo do Ouro e Massarelos,41.15150614679656,-8.652603493922458,42.55,969.45,221.98,167538.62,31169.28
New building,Lordelo do Ouro e Massarelos,41.15144388713497,-8.652418170093005,34.53,969.45,221.98,135966.62,25295.55
New building,Lordelo do Ouro e Massarelos,41.151490595510154,-8.652744234781933,16.18,969.45,221.98,63725.86,11855.71
New building,Lordelo do Ouro e Massarelos,41.151436499802266,-8.652373868243773,31.81,969.45,221.98,125259.98,23303.66
New building,Lordelo do Ouro e Massarelos,41.15149306772016,-8.652454561281225,19.34,969.45,221.98,76159.27,14168.85
New building,Lordelo do Ouro e Massarelos,41.151559964824806,-8.652704686416264,32.88,969.45,221.98,129478.4,24088.46
New building,Lordelo do Ouro e Massarelos,41.151342121259475,-8.652137254771821,19.41,969.45,221.98,76407.22,14214.98
New building,Lordelo do Ouro e Massarelos,41.15129686279101,-8.652159094352163,22.79,969.45,221.98,89750.33,16697.36
New building,Lordelo do Ouro e Massarelos,41.1512597255172,-8.652078623666059,36.54,969.45,221.98,143860.19,26764.09
New building,Lordelo do Ouro e Massarelos,41.15128115373082,-8.652128271915853,11.61,969.45,221.98,45702.49,8502.6
New building,Lordelo do Ouro e Massarelos,41.151186363514306,-8.65186308433211,34.39,969.45,221.98,135427.88,25195.32
New building,Lordelo do Ouro e Massarelos,41.15115062448432,-8.65189565623177,11.57,969.45,221.98,45537.39,8471.88
New building,Lordelo do Ouro e Massarelos,41.1511903199431,-8.651959431470836,19.76,969.45,221.98,77794.04,14472.99
New building,Lordelo do Ouro e Massarelos,41.15142729394756,-8.651911735507818,27.63,969.45,221.98,108804.26,20242.2
New building,Lordelo do Ouro e Massarelos,41.151505751003185,-8.651811885092489,36.99,969.45,221.98,145647.15,27096.54
New building,Lordelo do Ouro e Massarelos,41.15154266640664,-8.65184220210535,22.1,969.45,221.98,87014.52,16188.38
New building,Lordelo do Ouro e Massarelos,41.15151185521768,-8.651905223655975,21.63,969.45,221.98,85157.31,15842.87
New building,Lordelo do Ouro e Massarelos,41.15145156716298,-8.651772228506674,48.76,969.45,221.98,191972.56,35715.03
New building,Lordelo do Ouro e Massarelos,41.151269505331136,-8.651662126677701,61.31,969.45,221.98,241407.53,44912.02
New building,Lordelo do Ouro e Massarelos,41.151343578965246,-8.651677896852087,27.58,969.45,221.98,108610.02,20206.06
New building,Lordelo do Ouro e Massarelos,41.151122702333346,-8.651680391581404,24.67,969.45,221.98,97152.25,18074.43
New building,Lordelo do Ouro e Massarelos,41.151066206334995,-8.651565077242408,52.19,969.45,221.98,205484.05,38228.73
New building,Lordelo do Ouro e Massarelos,41.15091128025023,-8.651484821752737,11.99,969.45,221.98,47227.24,8786.27
New building,Lordelo do Ouro e Massarelos,41.150911765519155,-8.651413063063764,40.56,969.45,221.98,159684.48,29708.08
New building,Lordelo do Ouro e Massarelos,41.15095917744817,-8.65148778888505,46.36,969.45,221.98,182553.74,33962.73
New building,Lordelo do Ouro e Massarelos,41.15124145001054,-8.654246300004377,58.82,969.45,221.98,231589.94,43085.54
New building,Lordelo do Ouro e Massarelos,41.15130856751951,-8.65297779746223,58.06,969.45,221.98,228591.15,42527.63
New building,Lordelo do Ouro e Massarelos,41.15133497936168,-8.653089923753221,28.23,969.45,221.98,111150.45,20678.69
New building,Lordelo do Ouro e Massarelos,41.15129978484552,-8.652904763235647,43.71,969.45,221.98,172090.96,32016.2
New building,Lordelo do Ouro e Massarelos,41.15123908941347,-8.652859749981095,6.13,969.45,221.98,24126.51,4488.55
New building,Lordelo do Ouro e Massarelos,41.15128841727041,-8.653231639200051,19.87,969.45,221.98,78224.16,14553.01
New building,Lordelo do Ouro e Massarelos,41.151265287650745,-8.652773901869075,71.42,969.45,221.98,281224.91,52319.74
New building,Lordelo do Ouro e Massarelos,41.15123630633647,-8.652681525444637,24.93,969.45,221.98,98149.47,18259.96
New building,Lordelo do Ouro e Massarelos,41.15116878599425,-8.652748046373961,21.66,969.45,221.98,85304.41,15870.23
New building,Lordelo do Ouro e Massarelos,41.15116195946891,-8.652720384593286,18.3,969.45,221.98,72061.35,13406.46
New building,Lordelo do Ouro e Massarelos,41.15115884429063,-8.652547006907373,31.61,969.45,221.98,124481.35,23158.8
New building,Lordelo do Ouro e Massarelos,41.15121491549773,-8.652601754181939,35.92,969.45,221.98,141440.85,26313.99
New building,Lordelo do Ouro e Massarelos,41.15115870856551,-8.652489629204313,34.89,969.45,221.98,137384.68,25559.37
New building,Lordelo do Ouro e Massarelos,41.15115423898578,-8.65245700135038,45.67,969.45,221.98,179827.78,33455.58
New building,Lordelo do Ouro e Massarelos,41.151126827586154,-8.652340482711505,18.69,969.45,221.98,73580.94,13689.17
Old building,Lordelo do Ouro e Massarelos,41.1509530219965,-8.652126618689941,51.26,969.45,221.98,2725991.53,546161.38
Old building,Lordelo do Ouro e Massarelos,41.150995035696376,-8.652206756129617,50.61,969.45,221.98,2691415.11,539233.88
New building,Lordelo do Ouro e Massarelos,41.150874748060474,-8.655203246591281,771.69,969.45,221.98,3038513.98,565292.26
New building,Lordelo do Ouro e Massarelos,41.150632034979736,-8.655157527406876,1204.76,969.45,221.98,4743699.81,882529.03
New building,Lordelo do Ouro e Massarelos,41.150642714390514,-8.655458848125178,794.36,969.45,221.98,3127747.27,581893.43
New building,Lordelo do Ouro e Massarelos,41.15074110276475,-8.655721511559495,123.66,969.45,221.98,486898.64,90583.76
New building,Lordelo do Ouro e Massarelos,41.150734616626146,-8.655615863536399,204.98,969.45,221.98,807114.64,150157.5
New building,Lordelo do Ouro e Massarelos,41.15092660469341,-8.655582737099863,584.14,969.45,221.98,2300028.08,427902.61
New building,Lordelo do Ouro e Massarelos,41.15106029730966,-8.655619207666808,120.41,969.45,221.98,474119.08,88206.22
New building,Lordelo do Ouro e Massarelos,41.15112531754555,-8.655623084424542,95.57,969.45,221.98,376288.79,70005.65
New building,Lordelo do Ouro e Massarelos,41.15048719014157,-8.654642844725162,250.07,969.45,221.98,984626.22,183182.17
New building,Lordelo do Ouro e Massarelos,41.151157712189374,-8.65315512130963,40.48,969.45,221.98,159402.18,29655.56
New building,Lordelo do Ouro e Massarelos,41.151206529677616,-8.653269319295502,40.7,969.45,221.98,160238.05,29811.06
New building,Lordelo do Ouro e Massarelos,41.15110185235316,-8.653123869527489,7.15,969.45,221.98,28152.55,5237.57
New building,Lordelo do Ouro e Massarelos,41.15107573127524,-8.652820367290074,60.13,969.45,221.98,236751.33,44045.77
New building,Lordelo do Ouro e Massarelos,41.15101877756837,-8.652804919116445,20.51,969.45,221.98,80738.08,15020.7
New building,Lordelo do Ouro e Massarelos,41.15102057699187,-8.652582460823432,51.66,969.45,221.98,203397.92,37840.63
New building,Lordelo do Ouro e Massarelos,41.15097060182167,-8.652493480878569,64.57,969.45,221.98,254247.23,47300.75
New building,Lordelo do Ouro e Massarelos,41.15088387515916,-8.6523274611894,15.21,969.45,221.98,59899.21,11143.79
New building,Lordelo do Ouro e Massarelos,41.1508919760386,-8.652247695160158,61.0,969.45,221.98,240201.04,44687.57
New building,Lordelo do Ouro e Massarelos,41.15090228138355,-8.651850161619185,23.85,969.45,221.98,93904.06,17470.13
New building,Lordelo do Ouro e Massarelos,41.150878715848556,-8.651809404507874,24.34,969.45,221.98,95839.91,17830.28
New building,Lordelo do Ouro e Massarelos,41.150804192521335,-8.651709387938089,22.05,969.45,221.98,86839.46,16155.82
New building,Lordelo do Ouro e Massarelos,41.150750937084,-8.65164803457187,16.72,969.45,221.98,65825.92,12246.41
New building,Lordelo do Ouro e Massarelos,41.15117606276454,-8.65413752176205,31.55,969.45,221.98,124210.28,23108.37
New building,Lordelo do Ouro e Massarelos,41.15121635934409,-8.654084706799669,27.77,969.45,221.98,109354.54,20344.57
New building,Lordelo do Ouro e Massarelos,41.1512732943989,-8.653901574414407,16.0,969.45,221.98,63014.49,11723.36
New building,Lordelo do Ouro e Massarelos,41.15130328049866,-8.653965254673842,47.09,969.45,221.98,185399.03,34492.07
New building,Lordelo do Ouro e Massarelos,41.15135664330496,-8.653907130775014,22.98,969.45,221.98,90469.4,16831.14
New building,Lordelo do Ouro e Massarelos,41.15139276350393,-8.65386814495258,8.59,969.45,221.98,33841.28,6295.91
New building,Lordelo do Ouro e Massarelos,41.15161924525984,-8.653548112979571,38.22,969.45,221.98,150505.66,28000.43
New building,Lordelo do Ouro e Massarelos,41.15156702919827,-8.653546773820375,9.8,969.45,221.98,38604.61,7182.09
New building,Lordelo do Ouro e Massarelos,41.151523671839676,-8.653549702959882,10.7,969.45,221.98,42140.55,7839.93
New building,Lordelo do Ouro e Massarelos,41.1515652244992,-8.65349129123313,17.44,969.45,221.98,68669.08,12775.36
New building,Lordelo do Ouro e Massarelos,41.151617818967686,-8.653477353026899,8.1,969.45,221.98,31906.1,5935.89
New building,Lordelo do Ouro e Massarelos,41.1511951900339,-8.653743320768859,51.69,969.45,221.98,203508.12,37861.13
Old building,Lordelo do Ouro e Massarelos,41.151071599330294,-8.653772197892192,56.28,969.45,221.98,2992810.59,599619.46
New building,Lordelo do Ouro e Massarelos,41.15113326942024,-8.653847569517625,18.48,969.45,221.98,72770.79,13538.45
New building,Lordelo do Ouro e Massarelos,41.15107806062334,-8.653853766235372,40.11,969.45,221.98,157923.17,29380.4
New building,Lordelo do Ouro e Massarelos,41.15137378680115,-8.653403288635397,37.39,969.45,221.98,147240.62,27392.99
New building,Lordelo do Ouro e Massarelos,41.15132558268631,-8.653469810527211,11.76,969.45,221.98,46286.13,8611.18
New building,Lordelo do Ouro e Massarelos,41.15077784694417,-8.652001583014002,24.01,969.45,221.98,94553.43,17590.94
New building,Lordelo do Ouro e Massarelos,41.15081295972974,-8.652051070865117,15.12,969.45,221.98,59534.39,11075.92
New building,Lordelo do Ouro e Massarelos,41.15074154705188,-8.652042823533042,11.53,969.45,221.98,45418.37,8449.74
New building,Lordelo do Ouro e Massarelos,41.150730387695155,-8.651975451594266,27.84,969.45,221.98,109608.02,20391.73
New building,Lordelo do Ouro e Massarelos,41.15061324409309,-8.651804517620445,36.72,969.45,221.98,144581.99,26898.37
New building,Lordelo do Ouro e Massarelos,41.15056070799227,-8.651736946978154,54.39,969.45,221.98,214168.58,39844.42
New building,Lordelo do Ouro e Massarelos,41.150602325845185,-8.652130071036728,27.51,969.45,221.98,108308.01,20149.88
New building,Lordelo do Ouro e Massarelos,41.150639960303835,-8.652153086284924,29.87,969.45,221.98,117603.69,21879.27
New building,Lordelo do Ouro e Massarelos,41.150481763995174,-8.652112906013963,22.93,969.45,221.98,90271.05,16794.24
New building,Lordelo do Ouro e Massarelos,41.150475375903966,-8.652013828684803,23.05,969.45,221.98,90771.75,16887.39
Old building,Lordelo do Ouro e Massarelos,41.15040155333372,-8.652007670117671,44.64,969.45,221.98,2373830.53,475604.76
New building,Lordelo do Ouro e Massarelos,41.151072897187404,-8.653464838899957,33.82,969.45,221.98,133145.98,24770.79
New building,Lordelo do Ouro e Massarelos,41.15098929185385,-8.653344053342707,18.82,969.45,221.98,74108.04,13787.23
New building,Lordelo do Ouro e Massarelos,41.15094603253207,-8.653107554043244,14.85,969.45,221.98,58467.54,10877.44
New building,Lordelo do Ouro e Massarelos,41.150931387751626,-8.653068343966934,17.32,969.45,221.98,68179.32,12684.24
New building,Lordelo do Ouro e Massarelos,41.15089513077577,-8.653059234147348,18.73,969.45,221.98,73731.69,13717.22
New building,Lordelo do Ouro e Massarelos,41.150898421859665,-8.652942470946957,20.13,969.45,221.98,79278.52,14749.16
New building,Lordelo do Ouro e Massarelos,41.15086602409373,-8.652947995581323,7.67,969.45,221.98,30201.34,5618.73
New building,Lordelo do Ouro e Massarelos,41.15080974229251,-8.652841864538985,19.98,969.45,221.98,78661.19,14634.31
New building,Lordelo do Ouro e Massarelos,41.150862988130186,-8.6528178710318,25.2,969.45,221.98,99234.02,18461.73
New building,Lordelo do Ouro e Massarelos,41.15082530584246,-8.652748504322776,15.04,969.45,221.98,59215.57,11016.6
New building,Lordelo do Ouro e Massarelos,41.1508626215705,-8.6527530476163,22.07,969.45,221.98,86883.1,16163.93
New building,Lordelo do Ouro e Massarelos,41.150834218562416,-8.652653569655033,39.64,969.45,221.98,156093.89,29040.07
New building,Lordelo do Ouro e Massarelos,41.15080880547909,-8.652577952447903,27.51,969.45,221.98,108323.31,20152.72
New building,Lordelo do Ouro e Massarelos,41.150746758806946,-8.652587131818278,18.67,969.45,221.98,73497.65,13673.68
New building,Lordelo do Ouro e Massarelos,41.15076245301498,-8.652610465019213,13.88,969.45,221.98,54638.63,10165.1
Old building,Lordelo do Ouro e Massarelos,41.15074033302838,-8.652466123204976,34.04,969.45,221.98,1810332.86,362706.15
