classification,parish,lat,lon,area_m2,HDD,CDD,E_Heating,E_Cooling
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14842745981183,-8.602642615006298,30.0,969.45,221.98,1595290.05,319621.62
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.148571991306866,-8.602559510439164,44.78,969.45,221.98,2381419.27,477125.19
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.148643824653014,-8.602579550492448,22.29,969.45,221.98,1185221.03,237462.94
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14854727921127,-8.602513139792338,18.47,969.45,221.98,982146.59,196776.3
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14863857822786,-8.602311630773773,418.39,969.45,221.98,22250582.21,4457977.42
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14881453798979,-8.602968514918313,150.63,969.45,221.98,593088.79,110339.63
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14901438656339,-8.602987158818348,297.43,969.45,221.98,1171118.45,217877.62
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14895538381082,-8.602626949798132,97.02,969.45,221.98,382022.6,71072.38
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14895911154434,-8.602692588438247,120.17,969.45,221.98,6390526.05,1280362.94
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14900102296442,-8.60286836259471,104.46,969.45,221.98,411305.77,76520.29
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14894126101975,-8.602765260890518,205.7,969.45,221.98,809919.4,150679.3
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14716056552116,-8.602453411939477,79.48,969.45,221.98,312963.28,58224.42
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14698046248474,-8.602594571978596,81.45,969.45,221.98,320717.88,59667.11
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14708324630094,-8.60268285340374,56.14,969.45,221.98,221061.37,41126.78
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14720633262403,-8.602677751342524,74.21,969.45,221.98,292215.75,54364.5
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.1469278182968,-8.602744276126648,210.75,969.45,221.98,829838.22,154385.05
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14707081062269,-8.602749342119223,80.6,969.45,221.98,317339.54,59038.59
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14723659462169,-8.603038914505957,18.13,969.45,221.98,71385.66,13280.76
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.147054583028044,-8.602991281750318,71.03,969.45,221.98,3777574.19,756849.43
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14725142083556,-8.60315424250936,58.34,969.45,221.98,229711.45,42736.06
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.1471811886014,-8.603161784265362,8.84,969.45,221.98,469990.96,94164.24
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14682239849253,-8.603142208750734,96.22,969.45,221.98,378881.7,70488.04
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14735610261645,-8.603306779370179,96.62,969.45,221.98,380439.95,70777.94
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.147375065758716,-8.60337537813003,76.08,969.45,221.98,299546.23,55728.28
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14720366024836,-8.603384458559741,41.72,969.45,221.98,2218681.87,444520.22
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.147195691926605,-8.603592257055979,32.99,969.45,221.98,1754256.8,351471.13
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14692660480898,-8.6037336362366,323.38,969.45,221.98,1273308.72,236889.34
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14674631966624,-8.603524420992823,145.21,969.45,221.98,571763.66,106372.25
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14679565211969,-8.60217702654032,111.27,969.45,221.98,438122.24,81509.29
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.146502567568305,-8.602090215043985,136.93,969.45,221.98,539147.51,100304.27
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.146648696782016,-8.602089680072632,115.26,969.45,221.98,453812.76,84428.39
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.146650020156045,-8.602235440987393,9.2,969.45,221.98,36239.85,6742.15
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14660350266303,-8.602261831856167,38.81,969.45,221.98,152804.88,28428.18
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14659240069632,-8.602208422312797,17.02,969.45,221.98,66996.68,12464.22
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.146493234399976,-8.602162571120532,72.39,969.45,221.98,285035.08,53028.59
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14647957550574,-8.602205219467729,75.55,969.45,221.98,297470.74,55342.15
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14930333203022,-8.602973750619336,511.38,969.45,221.98,27196017.1,5448811.58
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.146628065890454,-8.60239842921003,15.33,969.45,221.98,815345.37,163357.13
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.146560305364936,-8.602619836212003,8.03,969.45,221.98,427029.14,85556.69
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14652525873476,-8.602585823518936,39.64,969.45,221.98,2108302.25,422405.3
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14649655760389,-8.602660698302717,85.0,969.45,221.98,334676.07,62263.92
Old building,Bonfim,41.159583133161796,-8.59702800791272,546.39,969.45,221.98,29057895.33,5821845.02
New building,"Aldoar, Foz do Douro e Nevogilde",41.16861861576414,-8.688230708088414,82.29,969.45,221.98,324010.74,60279.72
New building,Ramalde,41.17873340018637,-8.648672500120695,573.44,969.45,221.98,2257878.23,420060.96
Old building,Ramalde,41.174165691202745,-8.653585145439264,881.33,969.45,221.98,46870287.01,9390616.35
New building,Ramalde,41.18098771043332,-8.644215314014946,286.3,969.45,221.98,1127311.74,209727.72
New building,"Aldoar, Foz do Douro e Nevogilde",41.1657540000334,-8.678256249991875,235.12,969.45,221.98,925784.97,172235.2
New building,Lordelo do Ouro e Massarelos,41.15638466370892,-8.630080706374295,1115.87,969.45,221.98,4393694.1,817413.15
New building,Lordelo do Ouro e Massarelos,41.16139236656418,-8.639348507362707,1089.19,969.45,221.98,4288652.19,797870.9
Old building,Lordelo do Ouro e Massarelos,41.155447000403655,-8.63646470080074,1180.32,969.45,221.98,62770779.76,12576332.44
Old building,Ramalde,41.16260744826667,-8.643919879702722,568.39,969.45,221.98,30227517.84,6056182.74
Old building,Ramalde,41.162773202410996,-8.645056443482618,1193.06,969.45,221.98,63448198.41,12712055.49
Old building,Ramalde,41.16319896826591,-8.644905259994719,659.09,969.45,221.98,35051364.62,7022656.33
Old building,Lordelo do Ouro e Massarelos,41.15516567838287,-8.636084647775677,958.53,969.45,221.98,50975721.47,10213153.67
New building,Lordelo do Ouro e Massarelos,41.154898962629765,-8.636573581532105,1013.87,969.45,221.98,3992081.04,742696.11
Old building,Ramalde,41.16309785042019,-8.644330849781609,1111.92,969.45,221.98,59133465.56,11847584.56
Old building,Ramalde,41.1644628011606,-8.643330864107313,2871.32,969.45,221.98,152700587.84,30594065.63
Old building,Ramalde,41.16298199986007,-8.643840450231044,976.41,969.45,221.98,51926455.51,10403636.36
Old building,"Aldoar, Foz do Douro e Nevogilde",41.165886900270564,-8.678218340809934,309.53,969.45,221.98,16461219.64,3298059.56
New building,Lordelo do Ouro e Massarelos,41.154939148906905,-8.635784609598598,991.03,969.45,221.98,3902153.77,725965.83
Old building,Ramalde,41.16433583124161,-8.644942630696677,1990.62,969.45,221.98,105863698.29,21210140.57
Old building,Ramalde,41.16385942216817,-8.64352789053996,1054.22,969.45,221.98,56064750.04,11232757.3
Old building,Campanhã,41.154395034127084,-8.573522112142362,459.1,969.45,221.98,24415389.01,4891703.59
New building,Campanhã,41.15752696687271,-8.571348698156806,317.28,969.45,221.98,1249277.98,232418.6
New building,Campanhã,41.15937797967572,-8.568703356068372,1003.48,969.45,221.98,3951174.34,735085.73
New building,Campanhã,41.16296668868063,-8.576449413245516,1687.06,969.45,221.98,6642713.62,1235826.01
New building,Campanhã,41.15307920840179,-8.559177830699673,350.11,969.45,221.98,1378553.48,256469.32
New building,Campanhã,41.15991719495582,-8.569565756527684,420.18,969.45,221.98,1654443.1,307796.47
Old building,Campanhã,41.158569055341495,-8.571103531122318,672.72,969.45,221.98,35776178.74,7167875.23
Old building,Campanhã,41.16137965345431,-8.567433918997517,937.79,969.45,221.98,49872733.26,9992166.34
New building,Campanhã,41.15313802777741,-8.568492035458839,1623.51,969.45,221.98,6392499.17,1189275.53
New building,Campanhã,41.15535423591025,-8.558487022531404,536.04,969.45,221.98,2110645.48,392669.43
Old building,Campanhã,41.161466474658155,-8.56871400324761,274.72,969.45,221.98,14609748.28,2927111.18
New building,Campanhã,41.15434205000312,-8.559913900016186,35.48,969.45,221.98,139708.16,25991.63
Old building,Campanhã,41.158038900134585,-8.571028250007595,288.68,969.45,221.98,15352310.31,3075885.93
New building,Campanhã,41.15884765136943,-8.569128433202284,174.03,969.45,221.98,685242.85,127484.19
Old building,Campanhã,41.15989279982317,-8.568990149991732,331.55,969.45,221.98,17632294.06,3532688.18
Old building,Campanhã,41.161426699897035,-8.567933050305898,364.51,969.45,221.98,19385112.38,3883871.1
New building,Campanhã,41.15519041687616,-8.559212551994708,188.56,969.45,221.98,742432.92,138123.96
Old building,Campanhã,41.158430349821884,-8.571685349989766,360.2,969.45,221.98,19155809.39,3837929.49
New building,Campanhã,41.155456600034725,-8.558854800091966,76.39,969.45,221.98,300774.13,55956.72
Old building,Campanhã,41.16056989982318,-8.569798899991728,331.91,969.45,221.98,17651281.5,3536492.38
New building,Campanhã,41.15437480042411,-8.567512300136462,2084.72,969.45,221.98,8208502.66,1527129.07
Old building,Campanhã,41.159659899821804,-8.570788399989768,360.65,969.45,221.98,19179684.18,3842712.89
New building,Campanhã,41.15997883904143,-8.57191476803809,4100.24,969.45,221.98,16144529.3,3003566.07
Old building,Campanhã,41.16034291010219,-8.569035723295471,331.69,969.45,221.98,17639541.39,3534140.21
Old building,Campanhã,41.161285024354335,-8.568375351705875,510.34,969.45,221.98,27140554.86,5437699.54
Old building,Campanhã,41.15836764994562,-8.570656750376552,360.28,969.45,221.98,19160048.15,3838778.74
New building,Campanhã,41.15875491680962,-8.569025451526572,174.13,969.45,221.98,685617.07,127553.81
Old building,Campanhã,41.15526270000463,-8.559054150003105,39.61,969.45,221.98,2106469.58,422038.12
New building,Campanhã,41.15761360002539,-8.570821750019824,219.3,969.45,221.98,863473.04,160642.55
Old building,Campanhã,41.1606601996828,-8.568468549985317,510.3,969.45,221.98,27138274.45,5437242.66
Old building,Campanhã,41.15485221532648,-8.558304441821072,1478.81,969.45,221.98,78645097.41,15756804.25
Old building,Campanhã,41.16081651401626,-8.567912807729272,516.06,969.45,221.98,27444938.73,5498683.85
Old building,Campanhã,41.1536345000133,-8.566490000046533,169.85,969.45,221.98,9032684.45,1809728.08
Old building,Campanhã,41.15216809993157,-8.567748199649863,436.54,969.45,221.98,23215797.72,4651361.53
Old building,Campanhã,41.16075809982315,-8.56947204999173,331.55,969.45,221.98,17632066.08,3532642.5
New building,Campanhã,41.15769898438471,-8.57068503116078,176.22,969.45,221.98,693862.52,129087.81
Old building,Campanhã,41.16173480007174,-8.568117500178026,272.46,969.45,221.98,14489943.18,2903107.83
Old building,Campanhã,41.15542033691064,-8.558779634814268,128.31,969.45,221.98,6823451.27,1367100.93
Old building,Campanhã,41.16029142459619,-8.570136391553124,294.25,969.45,221.98,15648363.99,3135201.26
Old building,Campanhã,41.15334050025559,-8.559159949832875,725.92,969.45,221.98,38605576.94,7734754.47
New building,Campanhã,41.15237545000823,-8.559952800017584,18.42,969.45,221.98,72538.7,13495.27
Old building,Campanhã,41.162391075679075,-8.56856914756926,385.81,969.45,221.98,20517637.22,4110776.18
New building,Campanhã,41.15903308322525,-8.569334398453547,174.21,969.45,221.98,685954.66,127616.61
Old building,Campanhã,41.15974634869789,-8.569974286166905,294.32,969.45,221.98,15652061.04,3135941.97
New building,Campanhã,41.1605769665078,-8.57102785294072,16.71,969.45,221.98,65814.59,12244.3
Old building,Campanhã,41.16242477573708,-8.56793034786183,428.84,969.45,221.98,22806361.1,4569329.55
Old building,Campanhã,41.15928894982191,-8.571124599989771,360.56,969.45,221.98,19174869.43,3841748.24
New building,Campanhã,41.152880400008804,-8.557803400019925,75.11,969.45,221.98,295735.6,55019.34
Old building,Campanhã,41.153048258356925,-8.566729065867307,647.14,969.45,221.98,34415541.49,6895267.07
New building,Campanhã,41.15320199999132,-8.558805150037092,193.13,969.45,221.98,760425.33,141471.31
Old building,Campanhã,41.16091939968279,-8.568803649985314,510.3,969.45,221.98,27138170.12,5437221.75
Old building,Campanhã,41.153859039717595,-8.56626156281693,171.89,969.45,221.98,9141404.04,1831510.4
New building,Campanhã,41.155595700047286,-8.558961050136553,351.14,969.45,221.98,1382601.29,257222.38
New building,Campanhã,41.15496817544556,-8.55892910210068,152.95,969.45,221.98,602238.89,112041.93
Old building,Campanhã,41.16004335015973,-8.570006050059762,294.4,969.45,221.98,15656519.72,3136835.28
Old building,Campanhã,41.15284451636184,-8.567329042835526,706.44,969.45,221.98,37569421.84,7527157.39
New building,Campanhã,41.15474970013154,-8.560029377762788,153.1,969.45,221.98,602831.56,112152.2
Old building,Campanhã,41.15208329995197,-8.568078999741898,377.75,969.45,221.98,20089436.99,4024984.86
Old building,Campanhã,41.16118341528673,-8.569146823588309,510.58,969.45,221.98,27153341.89,5440261.47
New building,Campanhã,41.159901374717066,-8.569090852444306,91.16,969.45,221.98,358943.96,66778.78
Old building,Campanhã,41.16243494978935,-8.56729229997238,418.13,969.45,221.98,22236683.51,4455192.77
New building,Campanhã,41.15525514727,-8.559447015673573,18.66,969.45,221.98,73477.97,13670.01
Old building,Campanhã,41.16037752505438,-8.568134498300056,446.1,969.45,221.98,23724395.03,4753260.67
Old building,Campanhã,41.15511315014762,-8.558668300101862,1262.41,969.45,221.98,67136670.65,13451053.05
Old building,Campanhã,41.161804087059224,-8.567177410815276,233.55,969.45,221.98,12420413.21,2488470.69
Old building,Campanhã,41.15227697757696,-8.567432060551537,436.72,969.45,221.98,23225505.8,4653306.57
Old building,Campanhã,41.15989444982189,-8.570456699989773,360.55,969.45,221.98,19174693.03,3841712.89
Old building,Campanhã,41.16241969978931,-8.568248649972368,419.41,969.45,221.98,22304921.3,4468864.43
New building,Campanhã,41.15959011744414,-8.56787967070914,925.76,969.45,221.98,3645159.36,678153.99
Old building,Campanhã,41.158836699856806,-8.570352450222382,360.24,969.45,221.98,19158236.64,3838415.8
Old building,Campanhã,41.161817464680524,-8.567595187827854,233.7,969.45,221.98,12428588.28,2490108.59
New building,Campanhã,41.155229900266136,-8.558896750722475,381.83,969.45,221.98,1503430.91,279701.81
New building,Campanhã,41.160022800028145,-8.569252799999912,103.09,969.45,221.98,405907.81,75516.04
Old building,Campanhã,41.15949905010656,-8.569209550212616,294.24,969.45,221.98,15648129.22,3135154.22
Old building,Campanhã,41.1525999689869,-8.566058001320032,371.54,969.45,221.98,19759093.57,3958799.46
New building,Campanhã,41.15894035001782,-8.569231399994978,174.11,969.45,221.98,685548.93,127541.13
Old building,Campanhã,41.15884054982188,-8.571457849989768,360.2,969.45,221.98,19155690.66,3837905.7
Old building,Campanhã,41.15374636235058,-8.566376184655262,143.88,969.45,221.98,7651918.09,1533086.99
Old building,Campanhã,41.15405470011041,-8.559943100186771,1218.37,969.45,221.98,64794273.97,12981746.17
Old building,Campanhã,41.16003597437061,-8.568670251629904,431.37,969.45,221.98,22940751.16,4596255.04
Old building,Campanhã,41.16244009978921,-8.566970399972371,417.44,969.45,221.98,22199943.68,4447831.82
New building,Campanhã,41.15528015529076,-8.559408186443838,23.34,969.45,221.98,91886.47,17094.77
New building,Campanhã,41.1549601002853,-8.558512700782394,267.39,969.45,221.98,1052823.7,195869.79
Old building,Campanhã,41.15532530000824,-8.558966599989091,90.09,969.45,221.98,4791191.83,959931.06
Old building,Campanhã,41.16242987574035,-8.567611847869792,427.26,969.45,221.98,22722394.96,4552506.66
Old building,Campanhã,41.15933308835323,-8.57034602251132,360.49,969.45,221.98,19171456.22,3841064.39
Old building,Campanhã,41.15076629996587,-8.563110750036692,187.91,969.45,221.98,9993297.35,2002190.03
Old building,Campanhã,41.15804304982191,-8.571431799989767,360.56,969.45,221.98,19175229.3,3841820.34
New building,Campanhã,41.16044555002809,-8.56924354999991,103.19,969.45,221.98,406313.73,75591.56
Old building,Campanhã,41.15421103490777,-8.560196195641321,871.64,969.45,221.98,46355023.78,9287381.67
New building,Campanhã,41.15920050145336,-8.566992104225966,283.01,969.45,221.98,1114337.35,207313.93
Old building,Campanhã,41.153640569065885,-8.565900125584385,683.61,969.45,221.98,36355339.84,7283912.06
Old building,Campanhã,41.159602171058204,-8.569589077946638,294.46,969.45,221.98,15659530.2,3137438.44
New building,Campanhã,41.15924030091476,-8.567263302594426,286.82,969.45,221.98,1129352.85,210107.45
Old building,Campanhã,41.15329690359702,-8.566181400702552,371.81,969.45,221.98,19773486.31,3961683.1
New building,Campanhã,41.15846250080801,-8.570043448483911,224.77,969.45,221.98,885027.53,164652.6
New building,Campanhã,41.157775463705775,-8.57056247319233,178.26,969.45,221.98,701887.74,130580.84
Old building,Campanhã,41.152367888135224,-8.566526231584373,504.68,969.45,221.98,26839343.4,5377350.83
Old building,Campanhã,41.15226964745088,-8.566933521710284,215.54,969.45,221.98,11462562.38,2296562.12
New building,Campanhã,41.15872869962689,-8.567623396219064,208.6,969.45,221.98,821360.96,152807.92
Old building,Campanhã,41.159064497658676,-8.569905005231435,291.05,969.45,221.98,15478389.02,3101146.21
New building,Campanhã,41.1581940964751,-8.570191407755125,176.89,969.45,221.98,696480.6,129574.88
Old building,Campanhã,41.15944184110075,-8.569921975423506,290.92,969.45,221.98,15471229.72,3099711.82
Old building,Campanhã,41.153498672994395,-8.567502454621865,373.37,969.45,221.98,19856164.22,3978247.89
Old building,Campanhã,41.15925604471558,-8.569602513941424,294.35,969.45,221.98,15654104.17,3136351.32
New building,Campanhã,41.15881980116062,-8.569625015238636,224.13,969.45,221.98,882485.17,164179.61
New building,Campanhã,41.15900185179969,-8.56750976495983,199.29,969.45,221.98,784697.42,145986.95
Old building,Campanhã,41.15373580056407,-8.568436747970086,456.16,969.45,221.98,24259052.1,4860380.98
Old building,Campanhã,41.15414319780848,-8.566743730420676,373.75,969.45,221.98,19876551.9,3982332.63
New building,Campanhã,41.158889749412,-8.567028294266755,208.51,969.45,221.98,820998.25,152740.44
Old building,Campanhã,41.153511548429165,-8.567058313744957,364.24,969.45,221.98,19370975.56,3881038.74
New building,Campanhã,41.15861709915562,-8.567141707898452,199.36,969.45,221.98,784974.21,146038.44
New building,Campanhã,41.160429340230046,-8.57088613754836,357.38,969.45,221.98,1407178.54,261794.79
Old building,Campanhã,41.15390047774729,-8.559611175736173,759.11,969.45,221.98,40370444.9,8088351.58
New building,Campanhã,41.15864075050409,-8.569834999531267,467.14,969.45,221.98,1839362.18,342199.25
New building,Campanhã,41.157880849774266,-8.570471450178175,179.11,969.45,221.98,705236.31,131203.82
New building,Campanhã,41.15798559067221,-8.57037883459718,183.78,969.45,221.98,723607.4,134621.62
New building,Campanhã,41.15896560009173,-8.56726319998316,323.23,969.45,221.98,1272719.1,236779.64
Old building,Campanhã,41.154037900433266,-8.567232049488643,473.66,969.45,221.98,25189853.69,5046870.14
Old building,Campanhã,41.15376444184556,-8.569321872612024,377.89,969.45,221.98,20096688.75,4026437.77
New building,Campanhã,41.1606521470424,-8.571895658532155,102.84,969.45,221.98,404933.37,75334.75
New building,Campanhã,41.15865308099417,-8.567388350802492,323.22,969.45,221.98,1272649.68,236766.73
New building,Campanhã,41.15808942178524,-8.570283427236363,188.91,969.45,221.98,743818.77,138381.79
Old building,Campanhã,41.15256900634212,-8.567985544183632,523.25,969.45,221.98,27826833.39,5575197.71
Old building,Campanhã,41.15383053785125,-8.567973462066039,328.12,969.45,221.98,17449987.94,3496162.55
Old building,Campanhã,41.15362828022246,-8.568969888393,468.5,969.45,221.98,24915164.62,4991835.28
Old building,Campanhã,41.154017608055696,-8.567739694630493,369.47,969.45,221.98,19648813.25,3936704.44
New building,Campanhã,41.160764361883054,-8.569132519871564,219.88,969.45,221.98,865786.03,161072.86
Old building,Campanhã,41.15413024600464,-8.558696885886492,617.66,969.45,221.98,32847994.81,6581203.93
New building,Campanhã,41.1606196602448,-8.570881708128463,89.26,969.45,221.98,351464.84,65387.34
Old building,Campanhã,41.150603294723744,-8.565272623873794,810.09,969.45,221.98,43081346.32,8631489.61
New building,Campanhã,41.15498505820414,-8.559734977343675,204.5,969.45,221.98,805194.84,149800.33
New building,Campanhã,41.15584484885775,-8.558798962263387,14.5,969.45,221.98,57089.56,10621.08
New building,Campanhã,41.16011772189627,-8.571076678021779,117.74,969.45,221.98,463609.03,86250.91
New building,Campanhã,41.15294606544778,-8.559175875726448,207.34,969.45,221.98,816375.5,151880.41
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14560806840471,-8.606841596134688,104.15,969.45,221.98,410084.46,76293.07
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14573496012231,-8.606635344918805,84.07,969.45,221.98,331020.46,61583.82
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14598295579769,-8.610553812965914,3.93,969.45,221.98,15493.1,2882.37
Old building,Lordelo do Ouro e Massarelos,41.148789971433516,-8.655421110653377,240.02,969.45,221.98,12764477.64,2557405.13
New building,"Aldoar, Foz do Douro e Nevogilde",41.15232601080399,-8.670345069546267,549.48,969.45,221.98,2163549.96,402511.9
New building,"Aldoar, Foz do Douro e Nevogilde",41.15271140545209,-8.665682833779345,1271.62,969.45,221.98,5006964.69,931507.44
New building,"Aldoar, Foz do Douro e Nevogilde",41.15296988579618,-8.670833008948394,53.98,969.45,221.98,212543.75,39542.14
New building,"Aldoar, Foz do Douro e Nevogilde",41.15088968371649,-8.666724472958155,500.83,969.45,221.98,1972006.41,366876.69
New building,Ramalde,41.164254420084234,-8.660138106094333,570.64,969.45,221.98,2246879.11,418014.66
New building,Ramalde,41.1680060327332,-8.64755881478019,305.61,969.45,221.98,1203325.53,223869.5
New building,Lordelo do Ouro e Massarelos,41.15222860507253,-8.631834085030498,436.41,969.45,221.98,1718331.27,319682.38
Old building,"Aldoar, Foz do Douro e Nevogilde",41.153038783457504,-8.670662466261293,94.91,969.45,221.98,5047569.98,1011297.27
New building,"Aldoar, Foz do Douro e Nevogilde",41.15322787968853,-8.665711175737608,110.81,969.45,221.98,436292.42,81168.86
Old building,"Aldoar, Foz do Douro e Nevogilde",41.152293282140626,-8.67228656516362,1243.18,969.45,221.98,66113926.81,13246142.96
Old building,"Aldoar, Foz do Douro e Nevogilde",41.1531128322526,-8.670771323522438,264.8,969.45,221.98,14082231.29,2821421.41
Old building,Ramalde,41.16836898187128,-8.647623703306184,128.26,969.45,221.98,6821053.03,1366620.44
New building,"Aldoar, Foz do Douro e Nevogilde",41.15316499625305,-8.665106182009508,181.04,969.45,221.98,712832.46,132617.02
Old building,"Aldoar, Foz do Douro e Nevogilde",41.15325740507015,-8.665002310766054,947.19,969.45,221.98,50372976.86,10092391.8
New building,Ramalde,41.164277827964796,-8.660297300153788,626.62,969.45,221.98,2467281.45,459018.82
New building,"Aldoar, Foz do Douro e Nevogilde",41.15295911970034,-8.670576364156481,151.32,969.45,221.98,595803.29,110844.64
New building,Ramalde,41.168316320661546,-8.647559023312324,164.4,969.45,221.98,647309.44,120426.97
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.1562938580186,-8.61769653893698,117.92,969.45,221.98,464316.41,86382.51
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15583031999455,-8.612524703378217,5513.2,969.45,221.98,21708010.11,4038609.07
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15662027705235,-8.617273318692579,857.32,969.45,221.98,45593197.75,9134747.31
Old building,"Aldoar, Foz do Douro e Nevogilde",41.15257071525454,-8.667989405807198,128.41,969.45,221.98,6828912.15,1368195.04
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15667125106513,-8.614738498268968,1081.08,969.45,221.98,4256721.84,791930.51
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.156802683258306,-8.617535933718678,558.15,969.45,221.98,29683263.63,5947139.62
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.156502315365486,-8.612798148932754,542.9,969.45,221.98,2137648.17,397693.07
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15697348536783,-8.61778480846615,358.08,969.45,221.98,19043023.63,3815332.49
Commercial building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15656236396057,-8.617838320893446,85.9,969.45,221.98,1229874.06,228808.65
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15622906099938,-8.612686541213268,534.79,969.45,221.98,2105729.96,391754.94
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15574232611063,-8.615308365598805,778.27,969.45,221.98,41389486.01,8292519.82
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15622299591847,-8.612339936497325,502.41,969.45,221.98,1978214.58,368031.68
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.156081339206374,-8.617501454394507,111.73,969.45,221.98,5941808.01,1190460.8
Old building,Ramalde,41.181117319846166,-8.648429154515927,50.34,969.45,221.98,2677244.01,536394.65
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15640211510117,-8.6170246078106,1333.42,969.45,221.98,70912804.47,14207613.9
New building,Ramalde,41.18108293179959,-8.648184259516219,959.37,969.45,221.98,3777497.09,702774.41
Old building,Bonfim,41.146991744046446,-8.589108118627031,205.72,969.45,221.98,10940395.13,2191944.19
